text,label
Illegal Parking Blocked Crosswalk Street/Sidewalk 175-32 DEVONSHIRE ROAD DEVONSHIRE ROAD,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 85-01 86 AVENUE 86 AVENUE,UNSAFE_CROSSWALK
"Street Sign - Missing No Parking, Standing, Stopping Street 116 DIXON AVENUE DIXON AVENUE",MISSING_SIGNAGE
"Street Sign - Dangling No Parking, Standing, Stopping Street 108-12 BEACH CHANNEL DRIVE BEACH CHANNEL DRIVE",MISSING_SIGNAGE
Illegal Parking Blocked Crosswalk Street/Sidewalk 95 NEVINS STREET NEVINS STREET,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk RIVERSIDE DRIVE RIVERSIDE DRIVE,UNSAFE_CROSSWALK
Traffic Chronic Speeding Street/Sidewalk 161-14 UNION TURNPIKE UNION TURNPIKE,SPEEDING
"Street Sign - Missing No Parking, Standing, Stopping Street 23 SIDNEY PLACE SIDNEY PLACE",MISSING_SIGNAGE
Street Light Condition Fixture/Luminaire Missing  169 GREAVES AVENUE GREAVES AVENUE,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 70-03 HARROW STREET HARROW STREET,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 2037 CROPSEY AVENUE CROPSEY AVENUE,UNSAFE_CROSSWALK
Street Light Condition Street Light Out  HIGHLAND PARK HIGHLAND PARK,POOR_LIGHTING
"Street Sign - Damaged No Parking, Standing, Stopping Street 145 BEACH 27 STREET BEACH 27 STREET",MISSING_SIGNAGE
Street Sign - Damaged Other/Unknown Street 343 COURT STREET COURT STREET,MISSING_SIGNAGE
Illegal Parking Blocked Crosswalk Street/Sidewalk 33-78 11 STREET 11 STREET,UNSAFE_CROSSWALK
Street Sign - Damaged Other/Unknown Street 78-14 AUSTIN STREET AUSTIN STREET,MISSING_SIGNAGE
Street Sign - Missing Other/Unknown Street 118-02 SUTPHIN BOULEVARD SUTPHIN BOULEVARD,MISSING_SIGNAGE
Street Sign - Dangling Stop Street 149-88 253 STREET 253 STREET,MISSING_SIGNAGE
Street Sign - Dangling St Name - Attached to Pole Street 714 BEACH 20 STREET BEACH 20 STREET,MISSING_SIGNAGE
Street Light Condition Street Light Out  5 HARVARD AVENUE HARVARD AVENUE,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 165-01 67 AVENUE 67 AVENUE,UNSAFE_CROSSWALK
Street Sign - Missing Other/Unknown Street 145-15 ROCKAWAY BEACH BOULEVARD ROCKAWAY BEACH BOULEVARD,MISSING_SIGNAGE
Street Sign - Missing One Way Street 354 BEACH 68 STREET BEACH 68 STREET,MISSING_SIGNAGE
Street Sign - Damaged Other/Unknown Street 148-16 226 STREET 226 STREET,MISSING_SIGNAGE
Street Sign - Damaged Other/Unknown Street 138 BEACH 118 STREET BEACH 118 STREET,MISSING_SIGNAGE
Street Light Condition Street Light Out  177 GREAVES AVENUE GREAVES AVENUE,POOR_LIGHTING
Street Sign - Dangling Stop Street 467 BEACH 68 STREET BEACH 68 STREET,MISSING_SIGNAGE
Street Sign - Damaged Stop Street 14-53 EGMONT PLACE EGMONT PLACE,MISSING_SIGNAGE
Street Sign - Missing One Way Street 22-06 CORNAGA AVENUE CORNAGA AVENUE,MISSING_SIGNAGE
Street Sign - Damaged Stop Street 10-24 HARTMAN LANE HARTMAN LANE,MISSING_SIGNAGE
Street Light Condition Street Light Out  253-11 58 AVENUE 58 AVENUE,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 41-03 160 STREET 160 STREET,UNSAFE_CROSSWALK
"Street Sign - Damaged No Parking, Standing, Stopping Street 48-22 49 STREET 49 STREET",MISSING_SIGNAGE
Illegal Parking Blocked Crosswalk Street/Sidewalk 1641 GRAND AVENUE GRAND AVENUE,UNSAFE_CROSSWALK
Street Sign - Damaged St Name - Attached to Pole Street ARTHUR KILL ROAD ARTHUR KILL ROAD,MISSING_SIGNAGE
Illegal Parking Blocked Crosswalk Street/Sidewalk 7201 RIDGE BOULEVARD RIDGE BOULEVARD,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 838 CLASSON AVENUE CLASSON AVENUE,UNSAFE_CROSSWALK
Street Sign - Dangling St Name - Over Intersection Street AMBOY ROAD AMBOY ROAD,MISSING_SIGNAGE
Illegal Parking Blocked Crosswalk Street/Sidewalk 1680 BUSSING AVENUE BUSSING AVENUE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 1490 JESUP AVENUE JESUP AVENUE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 6607 NEW UTRECHT AVENUE NEW UTRECHT AVENUE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 41 STREET 41 STREET,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 163-06 65 AVENUE 65 AVENUE,UNSAFE_CROSSWALK
Street Sign - Damaged Other/Unknown Street 7 AVENUE 7 AVENUE,MISSING_SIGNAGE
Traffic Congestion/Gridlock Street/Sidewalk LIBERTY AVENUE LIBERTY AVENUE,OTHER
Illegal Parking Blocked Crosswalk Street/Sidewalk 39 STREET 39 STREET,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 2135 1 AVENUE 1 AVENUE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 37 STREET 37 STREET,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk AVENUE H AVENUE H,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 94 STREET 94 STREET,UNSAFE_CROSSWALK
Street Light Condition Traffic Signal Light  PROSPECT PARK PROSPECT PARK,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 2101 HAVILAND AVENUE HAVILAND AVENUE,UNSAFE_CROSSWALK
Street Light Condition Street Light Out  KOHLRIDER SQUARE KOHLRIDER SQUARE,POOR_LIGHTING
Street Light Condition Street Light Out  144-15 20 AVENUE 20 AVENUE,POOR_LIGHTING
Street Light Condition Street Light Out  FRANK GOLDEN PARK FRANK GOLDEN PARK,POOR_LIGHTING
Street Light Condition Street Light Out  KISSENA PARK KISSENA PARK,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 978 VAN NEST AVENUE VAN NEST AVENUE,UNSAFE_CROSSWALK
Street Light Condition Street Light Out  RIDGEOOD VETERANS TRIANGLE RIDGEOOD VETERANS TRIANGLE,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 4 CAYUGA AVENUE CAYUGA AVENUE,UNSAFE_CROSSWALK
Traffic Drag Racing Street/Sidewalk 78-06 19 ROAD 19 ROAD,SPEEDING
Street Sign - Dangling St Name - Attached to Pole Street 56-57 58 STREET 58 STREET,MISSING_SIGNAGE
Illegal Parking Blocked Crosswalk Street/Sidewalk 18 STREET 18 STREET,UNSAFE_CROSSWALK
Street Light Condition Street Light Out  HUTCH RIVER PARKWAY EAST HUTCH RIVER PARKWAY EAST,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 14 AUBURN PLACE AUBURN PLACE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 121 5 AVENUE 5 AVENUE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 91-14 ATLANTIC AVENUE ATLANTIC AVENUE,UNSAFE_CROSSWALK
Street Light Condition Street Light Out  295 FINLEY AVENUE FINLEY AVENUE,POOR_LIGHTING
Street Light Condition Street Light Out  4141 EAST TREMONT AVENUE EAST TREMONT AVENUE,POOR_LIGHTING
Street Light Condition Street Light Out  2919 MILES AVENUE MILES AVENUE,POOR_LIGHTING
Street Light Condition Street Light Out  2858 MILES AVENUE MILES AVENUE,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 97 AVENUE 97 AVENUE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk SUTTER AVENUE SUTTER AVENUE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 9 ROAD 9 ROAD,UNSAFE_CROSSWALK
Street Light Condition Street Light Out  2425 SEDGWICK AVENUE SEDGWICK AVENUE,POOR_LIGHTING
Street Light Condition Street Light Out  341 FLATBUSH AVENUE FLATBUSH AVENUE,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk GLEBE AVENUE GLEBE AVENUE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 457 AVENUE Y AVENUE Y,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 111-02 106 STREET 106 STREET,UNSAFE_CROSSWALK
Street Sign - Missing Street Cleaning - ASP Street 330 PARK AVENUE PARK AVENUE,MISSING_SIGNAGE
Street Light Condition Street Light Out  259 BALCOM AVENUE BALCOM AVENUE,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 1625 EAST 174 STREET EAST 174 STREET,UNSAFE_CROSSWALK
Street Sign - Damaged No Idling Street 195-60 PECK AVENUE PECK AVENUE,MISSING_SIGNAGE
Illegal Parking Blocked Crosswalk Street/Sidewalk 2610 GLENWOOD ROAD GLENWOOD ROAD,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 219-60 74 AVENUE 74 AVENUE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 447 WESTMINSTER ROAD WESTMINSTER ROAD,UNSAFE_CROSSWALK
Street Light Condition Street Light Out  429 WINTHROP STREET WINTHROP STREET,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 328 FOSTER AVENUE FOSTER AVENUE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 75-69 113 STREET 113 STREET,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 2118 BOGART AVENUE BOGART AVENUE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 65-78 TERRACE COURT TERRACE COURT,UNSAFE_CROSSWALK
Traffic Congestion/Gridlock Roadway Tunnel  ,OTHER
Street Light Condition Lamppost Leaning  196-19 116 AVENUE 116 AVENUE,POOR_LIGHTING
Street Light Condition Street Light Out  1720 72 STREET 72 STREET,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 54-02 39 AVENUE 39 AVENUE,UNSAFE_CROSSWALK
Street Light Condition Street Light Out  160 COLUMBIA HEIGHTS COLUMBIA HEIGHTS,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 140 WEST 176 STREET WEST 176 STREET,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 2669 EAST 11 STREET EAST 11 STREET,UNSAFE_CROSSWALK
Street Light Condition Street Light Out  EAST   16 STREET EAST   16 STREET,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 205 EAST HOUSTON STREET EAST HOUSTON STREET,UNSAFE_CROSSWALK
Street Light Condition Street Light Out  250 RIVERSIDE DRIVE RIVERSIDE DRIVE,POOR_LIGHTING
Street Light Condition Street Light Out  3821 15 AVENUE 15 AVENUE,POOR_LIGHTING
Street Light Condition Street Light Out  RED HOOK PARK RED HOOK PARK,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 61-56 MADISON STREET MADISON STREET,UNSAFE_CROSSWALK
Street Sign - Damaged Bus Stop Street 115 BAY RIDGE AVENUE BAY RIDGE AVENUE,MISSING_SIGNAGE
Street Sign - Damaged Other/Unknown Street 854 BUSHWICK AVENUE BUSHWICK AVENUE,MISSING_SIGNAGE
Street Light Condition Street Light Out  10 BOWERY BOWERY,POOR_LIGHTING
Street Light Condition Street Light Lamp Dim  268 BAY RIDGE AVENUE BAY RIDGE AVENUE,POOR_LIGHTING
Traffic Congestion/Gridlock Street/Sidewalk 69-65 YELLOWSTONE BOULEVARD YELLOWSTONE BOULEVARD,OTHER
Street Light Condition Street Light Out  WESTSIDE EXPY HWY WESTSIDE EXPY HWY,POOR_LIGHTING
Street Light Condition Street Light Out  BLAKE AVENUE BLAKE AVENUE,POOR_LIGHTING
Street Light Condition Street Light Out  120-10 135 AVENUE 135 AVENUE,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk DORSEY STREET DORSEY STREET,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk KINGS HIGHWAY KINGS HIGHWAY,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 73-02 69 AVENUE 69 AVENUE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 70-08 252 STREET 252 STREET,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 1331 EAST 19 STREET EAST 19 STREET,UNSAFE_CROSSWALK
Street Sign - Dangling Stop Street 47 STREET 47 STREET,MISSING_SIGNAGE
Illegal Parking Blocked Crosswalk Street/Sidewalk 33-24 93 STREET 93 STREET,UNSAFE_CROSSWALK
Street Sign - Missing Other/Unknown Street 1770 DAVIDSON AVENUE DAVIDSON AVENUE,MISSING_SIGNAGE
Street Light Condition Street Light Out  60 REMSEN STREET REMSEN STREET,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 299 MT EDEN PARKWAY MT EDEN PARKWAY,UNSAFE_CROSSWALK
Street Light Condition Street Light Out  LENOX ROAD LENOX ROAD,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 899 IRVINE STREET IRVINE STREET,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 1900 PELHAM PARKWAY SOUTH PELHAM PARKWAY SOUTH,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 74-16 JAMAICA AVENUE JAMAICA AVENUE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 61-52 MADISON STREET MADISON STREET,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 60-69 80 AVENUE 80 AVENUE,UNSAFE_CROSSWALK
Traffic Drag Racing Street/Sidewalk IRWIN STREET IRWIN STREET,SPEEDING
Street Light Condition Street Light Out  117 GIFFORDS LANE GIFFORDS LANE,POOR_LIGHTING
Street Light Condition Lamppost Wire Exposed  71 WEST  125 STREET WEST  125 STREET,POOR_LIGHTING
"Street Sign - Missing No Parking, Standing, Stopping Street UNION AVENUE UNION AVENUE",MISSING_SIGNAGE
Street Sign - Missing Stop Street 5-06 51 AVENUE 51 AVENUE,MISSING_SIGNAGE
Street Sign - Dangling Stop Street SEDGEWICK AVENUE SEDGEWICK AVENUE,MISSING_SIGNAGE
Illegal Parking Blocked Crosswalk Street/Sidewalk 1290 OCEAN AVENUE OCEAN AVENUE,UNSAFE_CROSSWALK
"Street Sign - Missing No Parking, Standing, Stopping Street 1828 HYLAN BOULEVARD HYLAN BOULEVARD",MISSING_SIGNAGE
Illegal Parking Blocked Crosswalk Street/Sidewalk 43-10 23 STREET 23 STREET,UNSAFE_CROSSWALK
Street Sign - Missing Stop Street 37 AVENUE 37 AVENUE,MISSING_SIGNAGE
"Street Sign - Missing No Parking, Standing, Stopping Street 37 VAN DYKE STREET VAN DYKE STREET",MISSING_SIGNAGE
Street Sign - Dangling Bus Stop Street 772 EAST TREMONT AVENUE EAST TREMONT AVENUE,MISSING_SIGNAGE
"Street Sign - Dangling No Parking, Standing, Stopping Street 1651 3 AVENUE 3 AVENUE",MISSING_SIGNAGE
Illegal Parking Blocked Crosswalk Street/Sidewalk 274 LEONARD STREET LEONARD STREET,UNSAFE_CROSSWALK
Street Light Condition Street Light Out  3434 DUNCOMB AVENUE DUNCOMB AVENUE,POOR_LIGHTING
Street Light Condition Lamppost Damaged  HUNT AVENUE HUNT AVENUE,POOR_LIGHTING
Street Light Condition Street Light Out  96 MANOR ROAD MANOR ROAD,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 1121 BEDFORD AVENUE BEDFORD AVENUE,UNSAFE_CROSSWALK
Street Sign - Missing Other/Unknown Street 129 11 STREET 11 STREET,MISSING_SIGNAGE
Street Light Condition Street Light Out  SILVER LAKE PARK SILVER LAKE PARK,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 4 WASHINGTON SQUARE VILLAGE WASHINGTON SQUARE VILLAGE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 315 LEONARD STREET LEONARD STREET,UNSAFE_CROSSWALK
Street Light Condition Lamppost Base Door/Cover Open  WEST  176 STREET WEST  176 STREET,POOR_LIGHTING
Street Light Condition Lamppost Damaged  WEST  176 STREET WEST  176 STREET,POOR_LIGHTING
Street Light Condition Lamppost Damaged  7 AVENUE 7 AVENUE,POOR_LIGHTING
Traffic Congestion/Gridlock Street/Sidewalk ASHWORTH AVENUE ASHWORTH AVENUE,OTHER
Illegal Parking Blocked Crosswalk Street/Sidewalk 53 AVENUE 53 AVENUE,UNSAFE_CROSSWALK
Street Light Condition Lamppost Wire Exposed  BENSONHURST PARK BENSONHURST PARK,POOR_LIGHTING
Traffic Truck Route Violation Street/Sidewalk 478 3 AVENUE 3 AVENUE,OTHER
Illegal Parking Blocked Crosswalk Street/Sidewalk 74-20 COMMONWEALTH BOULEVARD COMMONWEALTH BOULEVARD,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 611 6 AVENUE 6 AVENUE,UNSAFE_CROSSWALK
Traffic Truck Route Violation Street/Sidewalk 225 3 AVENUE 3 AVENUE,OTHER
Street Light Condition Street Light Out  24 MEISNER AVENUE MEISNER AVENUE,POOR_LIGHTING
Street Sign - Dangling Other/Unknown Street 3609 BROADWAY BROADWAY,MISSING_SIGNAGE
Traffic Truck Route Violation Street/Sidewalk 327 6 AVENUE 6 AVENUE,OTHER
Traffic Truck Route Violation Street/Sidewalk 223 4 AVENUE 4 AVENUE,OTHER
Street Light Condition Street Light Out  WEST   89 STREET WEST   89 STREET,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk DOVER STREET DOVER STREET,UNSAFE_CROSSWALK
Traffic Truck Route Violation Street/Sidewalk 64 12 STREET 12 STREET,OTHER
Illegal Parking Blocked Crosswalk Street/Sidewalk 353 OCEAN AVENUE OCEAN AVENUE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 1752 EDENWALD AVENUE EDENWALD AVENUE,UNSAFE_CROSSWALK
Street Light Condition Street Light Out  106-26 96 STREET 96 STREET,POOR_LIGHTING
Traffic Truck Route Violation Street/Sidewalk 96 MONITOR STREET MONITOR STREET,OTHER
Street Light Condition Street Light Out  59 JEFFERSON AVENUE JEFFERSON AVENUE,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 92-11 GUY R BREWER BOULEVARD GUY R BREWER BOULEVARD,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 229 SEAMAN AVENUE SEAMAN AVENUE,UNSAFE_CROSSWALK
Street Sign - Damaged Other/Unknown Street 108-40 ROOSEVELT AVENUE ROOSEVELT AVENUE,MISSING_SIGNAGE
Illegal Parking Blocked Crosswalk Street/Sidewalk MONTGOMERY STREET MONTGOMERY STREET,UNSAFE_CROSSWALK
Street Light Condition Street Light Dayburning  EAST    7 STREET EAST    7 STREET,POOR_LIGHTING
Street Sign - Missing Other/Unknown Street 2-20 50 AVENUE 50 AVENUE,MISSING_SIGNAGE
Street Light Condition Street Light Out  258 WEST   98 STREET WEST   98 STREET,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 69 PLACE 69 PLACE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk PARK AVENUE PARK AVENUE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 2008 HUGHES AVENUE HUGHES AVENUE,UNSAFE_CROSSWALK
Street Light Condition Street Light Out  1965 LAFAYETTE AVENUE LAFAYETTE AVENUE,POOR_LIGHTING
Street Light Condition Street Light Out  65-27 GRAND AVENUE GRAND AVENUE,POOR_LIGHTING
Street Light Condition Street Light Out  57-15 65 STREET 65 STREET,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 1 COURT SQUARE COURT SQUARE,UNSAFE_CROSSWALK
Street Light Condition Street Light Out  5002 4 AVENUE 4 AVENUE,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 80 IRVING PLACE IRVING PLACE,UNSAFE_CROSSWALK
Street Sign - Dangling Other/Unknown Street 96-17 44 AVENUE 44 AVENUE,MISSING_SIGNAGE
Traffic Chronic Speeding Street/Sidewalk 89 AVENUE 89 AVENUE,SPEEDING
Street Light Condition Street Light Out  133 AVENUE 133 AVENUE,POOR_LIGHTING
Street Light Condition Street Light Lamp Missing  5-24 50 AVENUE 50 AVENUE,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 745 FIFTH AVENUE FIFTH AVENUE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk WEST 12 STREET WEST 12 STREET,UNSAFE_CROSSWALK
Traffic Congestion/Gridlock Street/Sidewalk FLUSHING AVENUE FLUSHING AVENUE,OTHER
Street Light Condition Street Light Out  200 BRADHURST AVENUE BRADHURST AVENUE,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 46-13 SMART STREET SMART STREET,UNSAFE_CROSSWALK
Street Light Condition Street Light Out  290 SCHAEFER STREET SCHAEFER STREET,POOR_LIGHTING
"Street Sign - Missing No Parking, Standing, Stopping Street 551 EAST 169 STREET EAST 169 STREET",MISSING_SIGNAGE
Street Sign - Missing Street Cleaning - ASP Street 45-07 45 STREET 45 STREET,MISSING_SIGNAGE
Illegal Parking Blocked Crosswalk Street/Sidewalk 38-01 31 AVENUE 31 AVENUE,UNSAFE_CROSSWALK
Street Sign - Missing Other/Unknown Street 188-10 53 AVENUE 53 AVENUE,MISSING_SIGNAGE
Street Light Condition Street Light Out  2415 QUENTIN ROAD QUENTIN ROAD,POOR_LIGHTING
Street Light Condition Street Light Out  2023 AVENUE P AVENUE P,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk EAST 60 STREET EAST 60 STREET,UNSAFE_CROSSWALK
Street Light Condition Street Light Out  196-40 POMPEII AVENUE POMPEII AVENUE,POOR_LIGHTING
Street Light Condition Street Light Out  970 EAST  104 STREET EAST  104 STREET,POOR_LIGHTING
Street Light Condition Lamppost Knocked Down  102-40 DITMARS BOULEVARD DITMARS BOULEVARD,POOR_LIGHTING
Street Light Condition Street Light Out  198-40 POMPEII AVENUE POMPEII AVENUE,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 36 BERGEN STREET BERGEN STREET,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 3221 WESTCHESTER AVENUE WESTCHESTER AVENUE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 33-01 190 STREET 190 STREET,UNSAFE_CROSSWALK
Street Sign - Dangling Other/Unknown Street 296 UTICA AVENUE UTICA AVENUE,MISSING_SIGNAGE
Street Light Condition Street Light Out  1069 ASTOR AVENUE ASTOR AVENUE,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 125 WEST 166 STREET WEST 166 STREET,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 3025 GRAND CONCOURSE GRAND CONCOURSE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 118 PROSPECT PARK SOUTHWEST PROSPECT PARK SOUTHWEST,UNSAFE_CROSSWALK
Street Light Condition Street Light Out  765 8 AVENUE 8 AVENUE,POOR_LIGHTING
Street Sign - Dangling St Name - Attached to Pole Street 89-12 ROOSEVELT AVENUE ROOSEVELT AVENUE,MISSING_SIGNAGE
Illegal Parking Blocked Crosswalk Street/Sidewalk 1050 OCEAN AVENUE OCEAN AVENUE,UNSAFE_CROSSWALK
Street Sign - Damaged St Name - Attached to Pole Street 89-03 ROOSEVELT AVENUE ROOSEVELT AVENUE,MISSING_SIGNAGE
Illegal Parking Blocked Crosswalk Street/Sidewalk 183 GATES AVENUE GATES AVENUE,UNSAFE_CROSSWALK
Street Light Condition New Con Ed Service Request  DONGAN HILLS AVENUE DONGAN HILLS AVENUE,POOR_LIGHTING
Street Light Condition Street Light Out  52 STREET 52 STREET,POOR_LIGHTING
Traffic Congestion/Gridlock Street/Sidewalk 987 WILLOUGHBY AVENUE WILLOUGHBY AVENUE,OTHER
Street Light Condition Street Light Out  MANHATTAN AVENUE MANHATTAN AVENUE,POOR_LIGHTING
Street Sign - Dangling Stop Street STADIUM AVENUE STADIUM AVENUE,MISSING_SIGNAGE
Traffic Chronic Speeding Street/Sidewalk 41-42 24 STREET 24 STREET,SPEEDING
Illegal Parking Blocked Crosswalk Street/Sidewalk 35 STREET 35 STREET,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 44 DRIVE 44 DRIVE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 139 WYCKOFF STREET WYCKOFF STREET,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 222 ALEXANDER AVENUE ALEXANDER AVENUE,UNSAFE_CROSSWALK
"Street Sign - Dangling No Parking, Standing, Stopping Street 55 BROAD STREET BROAD STREET",MISSING_SIGNAGE
Street Light Condition Street Light Out  3802 NEPTUNE AVENUE NEPTUNE AVENUE,POOR_LIGHTING
Traffic Congestion/Gridlock Street/Sidewalk 170 STREET 170 STREET,OTHER
Illegal Parking Blocked Crosswalk Street/Sidewalk 362 2 AVENUE 2 AVENUE,UNSAFE_CROSSWALK
Street Sign - Damaged Stop Street 220-02 133 AVENUE 133 AVENUE,MISSING_SIGNAGE
Street Sign - Damaged Other/Unknown Street 1130 ST NICHOLAS AVENUE ST NICHOLAS AVENUE,MISSING_SIGNAGE
Illegal Parking Blocked Crosswalk Street/Sidewalk 415 CARLTON AVENUE CARLTON AVENUE,UNSAFE_CROSSWALK
Street Sign - Damaged Stop Street 218-24 134 ROAD 134 ROAD,MISSING_SIGNAGE
Illegal Parking Blocked Crosswalk Street/Sidewalk CONCORD STREET CONCORD STREET,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk COYLE STREET COYLE STREET,UNSAFE_CROSSWALK
Traffic Congestion/Gridlock Street/Sidewalk 89 AVENUE 89 AVENUE,OTHER
Illegal Parking Blocked Crosswalk Street/Sidewalk 146-55 REEVES AVENUE REEVES AVENUE,UNSAFE_CROSSWALK
Street Sign - Missing Other/Unknown Street EAST 21 STREET EAST 21 STREET,MISSING_SIGNAGE
Street Light Condition New Con Ed Service Request  PETER AVENUE PETER AVENUE,POOR_LIGHTING
"Street Sign - Missing No Parking, Standing, Stopping Street 15-03 COLLEGE POINT BOULEVARD COLLEGE POINT BOULEVARD",MISSING_SIGNAGE
Traffic Signal Condition Controller  BAY PLAZA BAY PLAZA,MISSING_SIGNAGE
Street Light Condition Street Light Out  FLUSHING MEADOWS PARK FLUSHING MEADOWS PARK,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 223-17 59 AVENUE 59 AVENUE,UNSAFE_CROSSWALK
